"name","cloudplatform","nooflabs","lastprovisiondate","category","createdon","comments"
azure.csp.lab.niituniv.Ubuntu.Vbox.Cybersecurity,MICROSOFT_CSP,44,2022-08-30 15:54:39.074 +0530,RESOURCE_PROVISIONING,2021-08-31 10:53:54.878 +0530,Provisioned
azure.csp.lab.novelvista.Ubuntu18.Virtualbox,MICROSOFT_CSP,20,2023-01-21 15:59:56.864 +0530,RESOURCE_PROVISIONING,2021-04-09 20:11:02.872 +0530,Provisioned
azure.csp.lab.Opensuse.Desktop.SapAbap,MICROSOFT_CSP,130,2023-02-02 14:22:23.494 +0530,RESOURCE_PROVISIONING,2022-10-21 11:08:58.166 +0530,Provisioned
azure.csp.lab.pragathi.Windows2019.SQL,MICROSOFT_CSP,4,2022-03-21 10:24:28.203 +0530,RESOURCE_PROVISIONING,2022-03-19 22:27:40.119 +0530,Provisioned
azure.csp.lab.pragati.Ubuntu18.DevOps,MICROSOFT_CSP,97,2021-09-01 16:25:49.019 +0530,RESOURCE_PROVISIONING,2021-08-22 07:57:37.946 +0530,Provisioned
azure.csp.lab.pragati.Ubuntu18.Virtualbox,MICROSOFT_CSP,1,2021-08-02 16:57:03.084 +0530,RESOURCE_PROVISIONING,2021-08-02 16:55:58.164 +0530,Provisioned
azure.csp.lab.prudentia.Ubuntu.Desktop.VirtualBox,MICROSOFT_CSP,9,2022-07-25 13:48:22.554 +0530,RESOURCE_PROVISIONING,2022-06-24 09:58:31.038 +0530,Provisioned
azure.csp.lab.Rockylinux.KVM,MICROSOFT_CSP,36,2022-07-15 10:26:54.371 +0530,RESOURCE_PROVISIONING,2022-03-04 18:44:52.677 +0530,Provisioned
azure.csp.lab.stackroute.Ubuntu20.GPS,MICROSOFT_CSP,40,2022-12-16 14:53:28.226 +0530,RESOURCE_PROVISIONING,2022-08-16 18:24:57.590 +0530,Provisioned
azure.csp.lab.stackroute.Windows2016.CIS,MICROSOFT_EA,880,2023-01-04 17:06:47.108 +0530,RESOURCE_PROVISIONING,2021-12-12 14:43:32.764 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.CGNetwork,MICROSOFT_EA,539,2022-11-19 13:19:36.221 +0530,RESOURCE_PROVISIONING,2021-10-16 11:07:00.142 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.CybersecurityGPS,MICROSOFT_EA,267,2023-02-02 09:29:50.693 +0530,RESOURCE_PROVISIONING,2022-01-20 17:06:53.542 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.CybersecurityGPS.POC,MICROSOFT_EA,7,2023-01-20 20:44:58.316 +0530,RESOURCE_PROVISIONING,2023-01-20 12:50:18.162 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.Dynamics,MICROSOFT_EA,27,2023-01-09 19:14:44.556 +0530,RESOURCE_PROVISIONING,2022-08-22 16:54:06.813 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.GPSNetwork,MICROSOFT_EA,627,2023-01-18 10:13:12.439 +0530,RESOURCE_PROVISIONING,2021-07-22 15:12:31.817 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.GPSNetwork.POC,MICROSOFT_EA,3,2022-12-30 17:05:32.766 +0530,RESOURCE_PROVISIONING,2022-12-30 14:39:18.382 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.HyperV,MICROSOFT_EA,33,2022-12-22 09:33:35.328 +0530,RESOURCE_PROVISIONING,2022-01-01 10:05:10.649 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.HyperVDell,MICROSOFT_EA,9,2022-02-10 11:03:20.373 +0530,RESOURCE_PROVISIONING,2022-01-24 11:43:17.471 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.JavaFSD,MICROSOFT_EA,269,2023-01-09 19:13:35.253 +0530,RESOURCE_PROVISIONING,2022-05-13 14:46:16.524 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.LinuxAdministration,MICROSOFT_EA,800,2022-11-03 18:36:39.794 +0530,RESOURCE_PROVISIONING,2021-12-21 11:26:08.182 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.Mocha,MICROSOFT_EA,93,2023-01-12 14:17:10.915 +0530,RESOURCE_PROVISIONING,2022-10-14 16:06:33.260 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.Mulesoft,MICROSOFT_EA,84,2022-09-29 19:04:26.054 +0530,RESOURCE_PROVISIONING,2021-12-23 14:26:09.407 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.NetworkLab,MICROSOFT_EA,,,RESOURCE_PROVISIONING,2021-12-21 12:14:50.196 +0530,Never Requested For Proviosion
azure.csp.lab.stackroute.Windows2019.Oracle,MICROSOFT_EA,88,2022-05-24 16:27:43.194 +0530,RESOURCE_PROVISIONING,2021-11-30 22:04:46.150 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.OracleDB,MICROSOFT_EA,74,2022-03-29 10:25:06.714 +0530,RESOURCE_PROVISIONING,2021-12-27 16:53:55.678 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.SQLDBA,MICROSOFT_EA,189,2022-09-13 16:31:46.043 +0530,RESOURCE_PROVISIONING,2022-01-11 18:33:04.312 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.Studio,MICROSOFT_EA,12,2022-10-07 17:47:08.275 +0530,RESOURCE_PROVISIONING,2022-10-06 18:36:03.169 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.Teradata,MICROSOFT_EA,92,2022-05-30 09:48:23.561 +0530,RESOURCE_PROVISIONING,2021-12-20 12:42:43.960 +0530,Provisioned
azure.csp.lab.stackroute.Windows2019.Tradata,MICROSOFT_EA,,,RESOURCE_PROVISIONING,2023-01-05 15:59:15.570 +0530,Never Requested For Proviosion
azure.csp.lab.stackroute.Windows2019.VBox.POC,MICROSOFT_EA,13,2022-06-15 09:56:40.263 +0530,RESOURCE_PROVISIONING,2021-12-24 15:02:44.289 +0530,Provisioned
azure.csp.lab.tcs.Centos7.JBoss,MICROSOFT_CSP,12,2022-07-06 18:54:39.826 +0530,RESOURCE_PROVISIONING,2022-06-25 12:16:05.533 +0530,Provisioned
azure.csp.lab.tcs.Centos7.SAPHANA,MICROSOFT_CSP,4,2022-12-08 14:12:10.931 +0530,RESOURCE_PROVISIONING,2021-08-17 17:36:25.274 +0530,Provisioned
azure.csp.lab.tcs.Rockylinux.KVM,MICROSOFT_CSP,40,2022-08-30 11:51:37.392 +0530,RESOURCE_PROVISIONING,2022-07-15 11:27:25.685 +0530,Provisioned
azure.csp.lab.tcs.Ubuntu20.Cucumber,MICROSOFT_CSP,,,RESOURCE_PROVISIONING,2021-09-03 14:02:06.329 +0530,Never Requested For Proviosion
azure.csp.lab.tcs.Ubuntu20.Graphana,MICROSOFT_CSP,4,2021-09-07 10:42:40.796 +0530,RESOURCE_PROVISIONING,2021-09-04 19:24:30.764 +0530,Provisioned
azure.csp.lab.tcs.Ubuntu20.GraphQL,MICROSOFT_CSP,,,RESOURCE_PROVISIONING,2021-09-04 13:28:56.571 +0530,Never Requested For Proviosion
azure.csp.lab.tcs.Ubuntu20.Prometheus,MICROSOFT_CSP,2,2021-09-07 13:33:52.650 +0530,RESOURCE_PROVISIONING,2021-09-04 17:20:29.089 +0530,Provisioned
azure.csp.lab.tcs.Ubuntu.Cucumber,MICROSOFT_CSP,8,2022-07-18 15:44:50.013 +0530,RESOURCE_PROVISIONING,2021-09-07 12:58:17.340 +0530,Provisioned
azure.csp.lab.tcs.Ubuntu.Graphana,MICROSOFT_CSP,13,2023-01-30 09:13:33.503 +0530,RESOURCE_PROVISIONING,2021-09-07 16:26:00.537 +0530,Provisioned
azure.csp.lab.tcs.Ubuntu.GraphQL,MICROSOFT_CSP,5,2021-09-13 12:05:34.862 +0530,RESOURCE_PROVISIONING,2021-09-07 14:57:58.507 +0530,Provisioned
azure.csp.lab.tcs.Ubuntu.Prometheus,MICROSOFT_CSP,4,2021-09-09 11:14:04.627 +0530,RESOURCE_PROVISIONING,2021-09-07 15:40:55.295 +0530,Provisioned
azure.csp.lab.tcs.Ubuntu.Snowflake,MICROSOFT_CSP,28,2022-10-13 08:24:07.960 +0530,RESOURCE_PROVISIONING,2021-09-09 15:19:03.808 +0530,Provisioned
azure.csp.lab.tcs.Ubuntu.VBox.Cybersecurity,MICROSOFT_CSP,24,2023-01-31 14:38:31.148 +0530,RESOURCE_PROVISIONING,2022-07-19 12:55:55.524 +0530,Provisioned
azure.csp.lab.tcs.Ubuntu.Vbox.IOT,MICROSOFT_CSP,11,2023-01-28 14:56:12.525 +0530,RESOURCE_PROVISIONING,2022-07-16 11:08:00.872 +0530,Provisioned
azure.csp.lab.tcs.Win16.Kibana.Eclipse.VSCode,MICROSOFT_CSP,2,2022-07-04 12:18:22.316 +0530,RESOURCE_PROVISIONING,2022-07-02 16:21:16.157 +0530,Provisioned
azure.csp.lab.tcs.Windows10.SAPABAP,MICROSOFT_CSP,33,2022-11-08 11:22:49.712 +0530,RESOURCE_PROVISIONING,2021-08-03 12:55:29.591 +0530,Provisioned
azure.csp.lab.tcs.Windows2016.Adobe,MICROSOFT_CSP,10,2022-08-09 16:56:25.810 +0530,RESOURCE_PROVISIONING,2022-07-07 18:31:36.314 +0530,Provisioned
azure.csp.lab.tcs.Windows2016.AndroidStudio.Flutter,MICROSOFT_CSP,17,2022-12-12 15:12:49.999 +0530,RESOURCE_PROVISIONING,2022-07-01 18:14:06.148 +0530,Provisioned
azure.csp.lab.tcs.Windows2016.UFT.Trial,MICROSOFT_CSP,59,2022-06-09 19:01:32.582 +0530,RESOURCE_PROVISIONING,2021-04-07 16:35:46.260 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.AndroidStudio,MICROSOFT_CSP,2,2021-06-11 11:13:08.754 +0530,RESOURCE_PROVISIONING,2021-06-11 11:08:30.043 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.Docker,MICROSOFT_CSP,21,2022-08-05 10:03:50.221 +0530,RESOURCE_PROVISIONING,2022-07-19 08:50:24.512 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.FileMaker,MICROSOFT_CSP,3,2022-11-16 17:21:44.741 +0530,RESOURCE_PROVISIONING,2022-10-27 18:58:58.286 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.FSD,MICROSOFT_CSP,7,2023-02-02 12:57:55.905 +0530,RESOURCE_PROVISIONING,2022-07-07 15:16:22.867 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.GNS3,MICROSOFT_CSP,6,2023-01-02 20:23:44.823 +0530,RESOURCE_PROVISIONING,2022-07-12 18:46:14.758 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.HPAlm,MICROSOFT_CSP,6,2022-09-02 08:46:49.099 +0530,RESOURCE_PROVISIONING,2022-07-05 13:32:24.261 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.HyperV.4VMs,MICROSOFT_CSP,5,2022-06-23 14:40:31.767 +0530,RESOURCE_PROVISIONING,2022-06-15 16:54:10.688 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.Java.FSE,MICROSOFT_CSP,,,RESOURCE_PROVISIONING,2022-06-24 15:36:45.699 +0530,Never Requested For Proviosion
azure.csp.lab.tcs.Windows2019.Katalon,MICROSOFT_CSP,2,2022-06-26 15:54:04.326 +0530,RESOURCE_PROVISIONING,2022-06-20 16:35:35.322 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.MnagerIO,MICROSOFT_CSP,3,2022-09-06 08:41:53.802 +0530,RESOURCE_PROVISIONING,2022-06-21 08:58:04.505 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.MobileApp,MICROSOFT_CSP,3,2022-10-13 10:06:07.705 +0530,RESOURCE_PROVISIONING,2022-07-04 17:02:13.118 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.QlikView,MICROSOFT_CSP,80,2023-02-02 10:08:24.325 +0530,RESOURCE_PROVISIONING,2022-06-17 18:48:43.244 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.Ranorex.Trial,MICROSOFT_CSP,3,2022-07-04 12:25:40.887 +0530,RESOURCE_PROVISIONING,2022-07-02 12:29:24.471 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.Salesforce,MICROSOFT_CSP,3,2022-10-04 13:12:53.456 +0530,RESOURCE_PROVISIONING,2022-07-08 12:57:44.431 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.Sonarqube,MICROSOFT_CSP,3,2022-07-11 13:40:38.941 +0530,RESOURCE_PROVISIONING,2022-07-05 18:02:14.721 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.StarUML,MICROSOFT_CSP,3,2022-06-27 12:55:21.523 +0530,RESOURCE_PROVISIONING,2022-06-20 16:35:47.499 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.Unity,MICROSOFT_CSP,21,2022-08-05 18:11:57.526 +0530,RESOURCE_PROVISIONING,2021-07-28 11:18:43.579 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.Unreal,MICROSOFT_CSP,31,2022-06-06 17:08:54.109 +0530,RESOURCE_PROVISIONING,2021-07-30 16:24:40.952 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.VS2017.Emulator,MICROSOFT_CSP,22,2021-08-06 10:33:22.444 +0530,RESOURCE_PROVISIONING,2021-07-13 09:42:27.964 +0530,Provisioned
azure.csp.lab.tcs.Windows2019.VS2019.Emulator,MICROSOFT_CSP,16,2022-03-03 17:07:07.689 +0530,RESOURCE_PROVISIONING,2021-08-05 14:26:06.267 +0530,Provisioned
azure.csp.lab.techmahindra.Ubuntu20.Desktop.JavaFSD,MICROSOFT_CSP,1153,2022-04-10 14:46:29.980 +0530,RESOURCE_PROVISIONING,2022-01-29 12:11:57.480 +0530,Provisioned
azure.csp.lab.techM.Ubuntu20.Desktop.JavaFSD,MICROSOFT_CSP,1,2022-07-26 18:18:39.539 +0530,RESOURCE_PROVISIONING,2022-02-14 19:38:44.904 +0530,Provisioned
azure.csp.lab.techM.Windows2019.Microservices,MICROSOFT_CSP,1,2021-12-28 09:02:18.859 +0530,RESOURCE_PROVISIONING,2021-12-27 19:14:08.253 +0530,Provisioned
azure.csp.lab.techniki.Ubuntu18.Vbox.CyberSecurity,MICROSOFT_CSP,29,2022-04-16 14:04:41.939 +0530,RESOURCE_PROVISIONING,2022-04-16 11:19:25.405 +0530,Provisioned
azure.csp.lab.trakinvest.Ubuntu18.Jupyter.ML,MICROSOFT_CSP,6,2021-12-21 17:49:23.892 +0530,RESOURCE_PROVISIONING,2021-12-21 13:44:39.002 +0530,Provisioned
azure.csp.lab.Ubuntu18.AndroidStudio,MICROSOFT_CSP,74,2022-06-19 19:36:44.780 +0530,RESOURCE_PROVISIONING,2021-05-31 12:40:39.779 +0530,Provisioned
azure.csp.lab.Ubuntu18.Edureka.Vbox.CyberSecurity,MICROSOFT_CSP,73,2022-11-10 16:32:34.496 +0530,RESOURCE_PROVISIONING,2021-07-05 18:56:08.642 +0530,Provisioned
azure.csp.lab.Ubuntu18.TCS.AndroidStudio,MICROSOFT_CSP,840,2022-09-15 10:19:16.425 +0530,RESOURCE_PROVISIONING,2021-06-08 16:07:19.939 +0530,Provisioned
azure.csp.lab.Ubuntu18.TCS.Appium,MICROSOFT_CSP,813,2023-01-05 14:43:35.665 +0530,RESOURCE_PROVISIONING,2021-09-21 10:12:26.232 +0530,Provisioned
azure.csp.lab.Ubuntu18.Vbox.Cyberbay,MICROSOFT_CSP,92,2023-01-18 12:29:45.322 +0530,RESOURCE_PROVISIONING,2021-11-11 21:52:31.478 +0530,Provisioned
azure.csp.lab.Ubuntu18.Vbox.InfraNetworkSec,MICROSOFT_CSP,373,2022-09-29 18:49:18.930 +0530,RESOURCE_PROVISIONING,2021-09-21 12:54:26.382 +0530,Provisioned
azure.csp.lab.Ubuntu18.Vbox.Openstack,MICROSOFT_CSP,7,2022-07-23 19:48:12.111 +0530,RESOURCE_PROVISIONING,2021-09-17 14:10:41.512 +0530,Provisioned
azure.csp.lab.Ubuntu18.Vbox.SecurityIntel,MICROSOFT_CSP,300,2022-07-14 20:24:08.505 +0530,RESOURCE_PROVISIONING,2021-09-20 23:51:16.433 +0530,Provisioned
azure.csp.lab.Ubuntu18.Virtualbox,MICROSOFT_CSP,3,2022-02-09 15:13:58.629 +0530,RESOURCE_PROVISIONING,2022-01-28 17:09:46.320 +0530,Provisioned
azure.csp.lab.Ubuntu20.Desktop,MICROSOFT_CSP,199,2023-02-01 17:37:42.151 +0530,RESOURCE_PROVISIONING,2021-12-22 12:35:20.989 +0530,Provisioned
azure.csp.lab.Ubuntu20.Desktop.VirtualBox.OpenStack,MICROSOFT_CSP,2,2022-07-26 08:12:43.976 +0530,RESOURCE_PROVISIONING,2022-07-25 19:52:33.493 +0530,Provisioned
azure.csp.lab.Ubuntu20.Desktop.VirtualBox.pfSense,MICROSOFT_CSP,11,2022-07-10 19:51:11.075 +0530,RESOURCE_PROVISIONING,2022-06-28 18:17:18.690 +0530,Provisioned
azure.csp.lab.Ubuntu20.Graphana,MICROSOFT_CSP,120,2022-02-20 14:00:11.849 +0530,RESOURCE_PROVISIONING,2021-10-21 13:46:30.013 +0530,Provisioned
azure.csp.lab.Ubuntu20.Juniper.Vbox.vSRX,MICROSOFT_CSP,3,2022-11-28 16:29:52.659 +0530,RESOURCE_PROVISIONING,2022-11-28 15:50:29.787 +0530,Provisioned
azure.csp.lab.Ubuntu20.MFTPServer,MICROSOFT_CSP,2,2022-07-28 12:29:22.160 +0530,RESOURCE_PROVISIONING,2022-07-28 11:29:22.457 +0530,Provisioned
azure.csp.lab.Ubuntu.Desktop,MICROSOFT_CSP,1,2022-12-01 14:00:16.677 +0530,RESOURCE_PROVISIONING,2022-12-01 13:54:05.006 +0530,Provisioned
azure.csp.lab.Ubuntu.Desktop.Vbox.Cybersecurity,MICROSOFT_CSP,46,2023-01-31 15:58:23.728 +0530,RESOURCE_PROVISIONING,2022-10-17 11:43:15.215 +0530,Provisioned
azure.csp.lab.Ubuntu.Desktop.VirtualBox,MICROSOFT_CSP,19,2023-01-19 20:42:03.982 +0530,RESOURCE_PROVISIONING,2022-04-01 11:38:30.391 +0530,Provisioned
azure.csp.lab.visa.Ubuntu18.Virtualbox.HDP3.1,MICROSOFT_CSP,195,2022-10-11 00:11:25.976 +0530,RESOURCE_PROVISIONING,2022-02-08 22:18:59.237 +0530,Provisioned
azure.csp.lab.visa.Ubuntu20.BigDataSQL,MICROSOFT_CSP,414,2023-01-09 09:57:44.342 +0530,RESOURCE_PROVISIONING,2022-02-08 16:24:52.340 +0530,Provisioned
azure.csp.lab.visa.Ubuntu20.Vbox.Spark,MICROSOFT_CSP,3,2023-01-12 15:42:53.847 +0530,RESOURCE_PROVISIONING,2023-01-12 12:55:36.386 +0530,Provisioned
azure.csp.lab.visa.Ubuntu20.Virtualbox.Hadoop,MICROSOFT_CSP,5,2022-12-29 14:05:07.378 +0530,RESOURCE_PROVISIONING,2022-12-16 14:54:27.422 +0530,Provisioned
azure.csp.lab.Windows10,MICROSOFT_CSP,2,2021-07-08 12:10:18.815 +0530,RESOURCE_PROVISIONING,2021-07-08 11:29:12.098 +0530,Provisioned
azure.csp.lab.Windows2012R.TableauServer,MICROSOFT_CSP,3,2022-02-08 20:39:19.482 +0530,RESOURCE_PROVISIONING,2022-02-08 17:58:03.099 +0530,Provisioned
azure.csp.lab.Windows2016.Anaconda.RStudio,MICROSOFT_CSP,16,2021-10-27 13:44:39.321 +0530,RESOURCE_PROVISIONING,2021-10-23 18:06:27.513 +0530,Provisioned
azure.csp.lab.Windows2016.Eduramp.STS,MICROSOFT_CSP,98,2021-08-29 07:07:44.352 +0530,RESOURCE_PROVISIONING,2021-06-27 10:22:16.507 +0530,Provisioned
azure.csp.lab.Windows2016.MultiSession,MICROSOFT_CSP,16,2021-09-12 14:32:38.376 +0530,RESOURCE_PROVISIONING,2021-04-29 17:22:58.475 +0530,Provisioned
azure.csp.lab.Windows2016.Oracle18.SQLDev,MICROSOFT_CSP,230,2023-01-02 15:50:47.494 +0530,RESOURCE_PROVISIONING,2021-05-06 11:44:23.340 +0530,Provisioned
azure.csp.lab.Windows2016.Pragati.STS,MICROSOFT_CSP,189,2022-02-14 08:25:46.093 +0530,RESOURCE_PROVISIONING,2021-09-24 16:30:52.244 +0530,Provisioned
azure.csp.lab.Windows2016.Primavera,MICROSOFT_CSP,76,2021-06-15 18:24:33.301 +0530,RESOURCE_PROVISIONING,2021-04-16 14:47:11.484 +0530,Provisioned
azure.csp.lab.Windows2016.RestfulWebServices,MICROSOFT_CSP,69,2021-05-03 23:20:36.483 +0530,RESOURCE_PROVISIONING,2021-04-17 20:28:04.908 +0530,Provisioned
azure.csp.lab.Windows2016.Spark,MICROSOFT_CSP,42,2022-09-30 11:41:40.163 +0530,RESOURCE_PROVISIONING,2021-07-25 14:33:35.739 +0530,Provisioned
azure.csp.lab.Windows2016.UnityHub,MICROSOFT_CSP,28,2021-07-28 10:06:30.912 +0530,RESOURCE_PROVISIONING,2021-04-21 15:29:39.249 +0530,Provisioned
azure.csp.lab.Windows2016.VS19.SQL19.PowerBI,MICROSOFT_CSP,15,2022-03-07 15:57:25.648 +0530,RESOURCE_PROVISIONING,2021-10-11 16:05:23.925 +0530,Provisioned
azure.csp.lab.Windows2016.VS19.SQLServer19,MICROSOFT_CSP,59,2021-11-29 19:15:51.123 +0530,RESOURCE_PROVISIONING,2021-04-20 17:37:36.158 +0530,Provisioned
azure.csp.lab.Windows2019.AndroidStudio,MICROSOFT_CSP,5,2022-08-15 19:16:47.521 +0530,RESOURCE_PROVISIONING,2021-05-26 16:42:30.709 +0530,Provisioned
azure.csp.lab.Windows2019.AnypointStudio,MICROSOFT_CSP,57,2023-01-12 19:26:06.135 +0530,RESOURCE_PROVISIONING,2022-10-28 12:24:37.862 +0530,Provisioned
azure.csp.lab.Windows2019.AppDynamics,MICROSOFT_CSP,47,2022-01-16 10:02:53.056 +0530,RESOURCE_PROVISIONING,2021-08-24 13:10:48.883 +0530,Provisioned
azure.csp.lab.Windows2019.ASP.NetCoreAppMigration,MICROSOFT_CSP,2,2021-12-03 14:49:59.851 +0530,RESOURCE_PROVISIONING,2021-12-02 17:50:53.702 +0530,Provisioned
azure.csp.lab.Windows2019.Conda.DBeaver.VSCode,MICROSOFT_CSP,43,2022-03-05 02:26:26.154 +0530,RESOURCE_PROVISIONING,2021-08-16 11:29:10.007 +0530,Provisioned
azure.csp.lab.Windows2019.Devops,MICROSOFT_CSP,26,2021-10-13 16:54:30.820 +0530,RESOURCE_PROVISIONING,2021-10-12 16:40:30.632 +0530,Provisioned
azure.csp.lab.Windows2019.Docker.Eclipse.VSCode,MICROSOFT_CSP,1,2021-07-24 16:36:08.439 +0530,RESOURCE_PROVISIONING,2021-07-24 16:34:23.666 +0530,Provisioned
azure.csp.lab.Windows2019.Docker.Microservices,MICROSOFT_CSP,4,2022-08-17 15:44:51.181 +0530,RESOURCE_PROVISIONING,2021-09-15 11:50:35.084 +0530,Provisioned
azure.csp.lab.Windows2019.Docker.PowerBI,MICROSOFT_CSP,4,2023-01-05 15:32:07.724 +0530,RESOURCE_PROVISIONING,2023-01-02 16:44:35.652 +0530,Provisioned
azure.csp.lab.Windows2019.Docker.Vscode,MICROSOFT_CSP,73,2022-07-17 13:38:24.812 +0530,RESOURCE_PROVISIONING,2022-05-12 11:39:00.892 +0530,Provisioned
azure.csp.lab.Windows2019.Eduramp.Oracle19,MICROSOFT_CSP,60,2022-01-07 11:27:21.612 +0530,RESOURCE_PROVISIONING,2021-09-11 23:06:21.836 +0530,Provisioned
azure.csp.lab.Windows2019.Eduramp.OracleForms,MICROSOFT_CSP,33,2021-09-30 20:22:23.200 +0530,RESOURCE_PROVISIONING,2021-09-30 08:48:39.549 +0530,Provisioned
azure.csp.lab.Windows2019.HyperV-4VMs,MICROSOFT_CSP,26,2022-07-25 10:52:38.893 +0530,RESOURCE_PROVISIONING,2021-10-07 17:43:12.829 +0530,Provisioned
azure.csp.lab.Windows2019.HyperV.Az800.Trial,MICROSOFT_CSP,21,2023-01-03 16:21:09.911 +0530,RESOURCE_PROVISIONING,2022-12-16 17:22:32.319 +0530,Provisioned
azure.csp.lab.Windows2019.Java.FSE,MICROSOFT_CSP,225,2023-02-02 10:23:38.546 +0530,RESOURCE_PROVISIONING,2021-10-12 21:08:28.811 +0530,Provisioned
azure.csp.lab.Windows2019.Maven.Sonarqube,MICROSOFT_CSP,117,2022-12-20 12:24:23.466 +0530,RESOURCE_PROVISIONING,2022-12-16 13:04:03.677 +0530,Provisioned
azure.csp.lab.Windows2019.Mendix,MICROSOFT_CSP,18,2022-06-21 12:28:49.568 +0530,RESOURCE_PROVISIONING,2022-04-14 15:07:38.507 +0530,Provisioned
azure.csp.lab.Windows2019.MERN,MICROSOFT_CSP,59,2023-01-12 18:19:31.508 +0530,RESOURCE_PROVISIONING,2021-12-02 11:24:26.931 +0530,Provisioned
azure.csp.lab.Windows2019.Migration.IIS.SQLServer,MICROSOFT_CSP,9,2021-12-09 17:27:45.622 +0530,RESOURCE_PROVISIONING,2021-10-30 16:15:37.095 +0530,Provisioned
azure.csp.lab.Windows2019.Migration.PostgreSQL.MySQL,MICROSOFT_CSP,10,2021-12-08 19:44:17.095 +0530,RESOURCE_PROVISIONING,2021-11-06 15:00:41.773 +0530,Provisioned
azure.csp.lab.Windows2019.Migration.SQLServer19,MICROSOFT_CSP,48,2022-07-17 23:16:43.149 +0530,RESOURCE_PROVISIONING,2021-11-04 16:52:47.131 +0530,Provisioned
azure.csp.lab.Windows2019.Migration.Storage,MICROSOFT_CSP,8,2021-12-09 17:36:49.437 +0530,RESOURCE_PROVISIONING,2021-11-05 20:09:12.756 +0530,Provisioned
azure.csp.lab.Windows2019.Migration.Tomcat.MySQL,MICROSOFT_CSP,14,2022-02-19 11:07:18.308 +0530,RESOURCE_PROVISIONING,2021-11-06 12:05:39.433 +0530,Provisioned
azure.csp.lab.Windows2019.Migration.Tomcat.PostgreSQL,MICROSOFT_CSP,4,2021-12-08 19:23:23.420 +0530,RESOURCE_PROVISIONING,2021-11-10 15:37:22.428 +0530,Provisioned
azure.csp.lab.Windows2019.Net,MICROSOFT_CSP,178,2022-12-12 20:51:00.489 +0530,RESOURCE_PROVISIONING,2022-01-31 17:37:54.594 +0530,Provisioned
azure.csp.lab.Windows2019.PowerBI,MICROSOFT_CSP,58,2022-08-27 12:46:22.188 +0530,RESOURCE_PROVISIONING,2022-06-02 18:07:16.775 +0530,Provisioned
azure.csp.lab.Windows2019.Salesforce,MICROSOFT_CSP,369,2023-02-01 09:36:38.188 +0530,RESOURCE_PROVISIONING,2021-10-08 16:01:46.226 +0530,Provisioned
azure.csp.lab.Windows2019.SQL,MICROSOFT_CSP,148,2023-01-24 20:45:03.081 +0530,RESOURCE_PROVISIONING,2022-03-21 12:14:56.639 +0530,Provisioned
azure.csp.lab.Windows2019.Telend,MICROSOFT_CSP,9,2022-04-27 16:59:00.173 +0530,RESOURCE_PROVISIONING,2021-08-26 17:52:16.742 +0530,Provisioned
azure.csp.lab.Windows2019.VirtualBox,MICROSOFT_CSP,81,2022-11-15 19:54:20.875 +0530,RESOURCE_PROVISIONING,2021-06-01 17:03:17.335 +0530,Provisioned
azure.csp.lab.Windows2019.VirtualBox.PostgreSQL,MICROSOFT_CSP,18,2022-10-31 16:37:23.034 +0530,RESOURCE_PROVISIONING,2021-10-14 15:49:26.692 +0530,Provisioned
azure.csp.lab.Windows2019.Virtualbox.Redhat8,MICROSOFT_CSP,1,2021-11-03 17:47:10.351 +0530,RESOURCE_PROVISIONING,2021-11-03 17:36:48.625 +0530,Provisioned
